"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Stat35",5.01130096684853e-21,1.32863582313095,0.537,0.261,1.25928981995937e-16,"12","Stat3"
"Arhgdia4",5.43567348941019e-21,1.20656098244408,0.656,0.345,1.36593039115389e-16,"12","Arhgdia"
"Apobr1",5.89399075618355e-21,2.73057308014625,0.333,0.047,1.48110093712136e-16,"12","Apobr"
"Nuak21",6.00706735620365e-21,2.46463020531193,0.335,0.071,1.50951595594042e-16,"12","Nuak2"
"Ceacam1",6.85818566094597e-21,2.88100870772209,0.376,0.064,1.72339347473911e-16,"12","Ceacam1"
"Trib14",7.21440706510162e-21,1.54619382590741,0.515,0.174,1.81290835138939e-16,"12","Trib1"
"Rps66",7.41556639392535e-21,0.585739158468662,0.995,0.935,1.8634576791295e-16,"12","Rps6"
"Clec4e1",7.69639330189379e-21,2.20310825172238,0.385,0.043,1.93402667283289e-16,"12","Clec4e"
"Rps276",7.94108779734237e-21,0.522467329830167,0.999,0.963,1.99551595259416e-16,"12","Rps27"
"Hacd42",9.06537093392112e-21,2.35071053948466,0.418,0.078,2.27803706198504e-16,"12","Hacd4"
"Grk31",9.3252888278947e-21,3.33660646788369,0.41,0.067,2.34335182956166e-16,"12","Grk3"
"Psme15",1.01039963311985e-20,1.12644342294792,0.774,0.394,2.53903323806687e-16,"12","Psme1"
"Tmem51",1.09252339725405e-20,3.39367039008254,0.296,0.036,2.74540204495971e-16,"12","Tmem51"
"Cbl3",1.23411369640562e-20,1.59728353708853,0.544,0.233,3.10120430769768e-16,"12","Cbl"
"Gm9733",1.35231830361107e-20,5.14258476590975,0.291,0.009,3.39824066514427e-16,"12","Gm9733"
"Ehbp1l11",1.48823825654242e-20,2.52648278306735,0.38,0.071,3.73979391486544e-16,"12","Ehbp1l1"
"Rpl396",1.52089028326597e-20,0.727714892803106,0.999,0.939,3.82184519281905e-16,"12","Rpl39"
"Ifi2093",1.61468762800958e-20,1.99266446976654,0.413,0.077,4.05754854042527e-16,"12","Ifi209"
"Rps75",1.64493748791157e-20,0.575395809515536,1,0.979,4.13356341337298e-16,"12","Rps7"
"Glipr13",1.66659467255205e-20,2.37662723627707,0.393,0.068,4.18798575265606e-16,"12","Glipr1"
"Ptk2b3",2.0706943323205e-20,2.25590527091794,0.379,0.086,5.2034477876882e-16,"12","Ptk2b"
"Themis22",2.46723722438769e-20,2.26737593529092,0.3,0.052,6.19992042116384e-16,"12","Themis2"
"Sgk31",2.53497885159679e-20,1.94979418320322,0.428,0.136,6.37014835617758e-16,"12","Sgk3"
"AI6622703",2.55421401458986e-20,2.188871031308,0.415,0.084,6.41848439726287e-16,"12","AI662270"
"Lrrc252",2.61724901037685e-20,2.77547320893439,0.332,0.043,6.57688503817599e-16,"12","Lrrc25"
"Esd4",2.6709153970244e-20,1.24746433633395,0.613,0.301,6.71174330118261e-16,"12","Esd"
"Cd244a",2.74688039974377e-20,3.52108758095427,0.308,0.026,6.90263575651612e-16,"12","Cd244a"
"Arf55",2.83135116601856e-20,0.935086291532023,0.779,0.559,7.11490234508804e-16,"12","Arf5"
"Dusp32",2.92712017976277e-20,2.03222887557463,0.411,0.115,7.35556029972587e-16,"12","Dusp3"
"Arhgap454",3.70371935650823e-20,1.81646638253253,0.42,0.098,9.30707637096952e-16,"12","Arhgap45"
"Cdc42se12",4.83034658231242e-20,1.39164702241972,0.536,0.261,1.21381779266929e-15,"12","Cdc42se1"
"Cd3024",5.67014760364726e-20,1.86850407517067,0.422,0.109,1.42485139132052e-15,"12","Cd302"
"Sec61b3",6.25018895652038e-20,1.00536018817176,0.847,0.649,1.57060998288401e-15,"12","Sec61b"
"B4galnt12",7.10348317605257e-20,1.94956785937188,0.317,0.087,1.78503428731025e-15,"12","B4galnt1"
"Arl4c3",7.2207071167293e-20,1.84601399648387,0.48,0.138,1.81449149136291e-15,"12","Arl4c"
"Ppp2r5c",7.23598276817027e-20,1.20576407692767,0.475,0.263,1.81833010981351e-15,"12","Ppp2r5c"
"Rpl285",7.8308359831711e-20,0.602463925994873,1,0.988,1.96781077421107e-15,"12","Rpl28"
"Krt80",8.43640352432826e-20,3.76989215075114,0.307,0.031,2.11998384162845e-15,"12","Krt80"
"Dusp17",1.01920060774778e-19,1.11678649401101,0.838,0.533,2.56114920720941e-15,"12","Dusp1"
"Rpl386",1.03134810864928e-19,0.585104381304295,0.999,0.96,2.59167466222477e-15,"12","Rpl38"
"B4galt5",1.4137004202324e-19,2.95283948732282,0.275,0.04,3.55248778600201e-15,"12","B4galt5"
"Nxpe4",1.48769139424651e-19,4.1500577523858,0.264,0.018,3.73841970460206e-15,"12","Nxpe4"
"Abi3",1.72514895841372e-19,2.53765807379765,0.307,0.055,4.33512681759784e-15,"12","Abi3"
"Cyth44",1.74855544589949e-19,1.95856148648304,0.553,0.12,4.39394498000083e-15,"12","Cyth4"
"Naip2",2.657800729676e-19,3.02554826830945,0.253,0.031,6.67878745360283e-15,"12","Naip2"
"Csf2rb4",2.68087089586107e-19,2.1162916159408,0.416,0.077,6.73676047420929e-15,"12","Csf2rb"
"Klf24",2.72652990022301e-19,1.24182717095205,0.728,0.304,6.85149698627039e-15,"12","Klf2"
"Fcgr2b2",2.76249276707454e-19,2.02202585920573,0.402,0.077,6.9418680743816e-15,"12","Fcgr2b"
"Camkk2",2.8228814164315e-19,2.60767256351156,0.454,0.106,7.0936187113507e-15,"12","Camkk2"
"Rpl377",2.88460609924104e-19,0.690028937542676,0.999,0.957,7.24872666678281e-15,"12","Rpl37"
"Rassf52",3.08974152257721e-19,2.5677153321254,0.375,0.067,7.76421147208426e-15,"12","Rassf5"
"Nr4a24",4.38003394490046e-19,1.89441738062027,0.442,0.125,1.10065873001404e-14,"12","Nr4a2"
"Trim30a3",4.81586535466691e-19,1.80107383596748,0.431,0.105,1.21017880497425e-14,"12","Trim30a"
"Soat12",5.98297814415312e-19,1.8241858588482,0.525,0.169,1.50346257784424e-14,"12","Soat1"
"Rpl85",6.34163298945718e-19,0.469539575045878,0.999,0.983,1.59358895392069e-14,"12","Rpl8"
"Ccnd33",8.16957667130264e-19,1.76912421471681,0.487,0.167,2.05293292173164e-14,"12","Ccnd3"
"Eif3f6",8.20273898911232e-19,0.790953653776777,0.864,0.681,2.06126628057404e-14,"12","Eif3f"
"Shisa53",8.7339826226022e-19,1.21486859258266,0.677,0.27,2.19476249323371e-14,"12","Shisa5"
"Mndal5",8.73903453582428e-19,1.49670650913006,0.502,0.141,2.19603198850728e-14,"12","Mndal"
"Myl64",8.9395236010644e-19,0.425705306156744,0.985,0.949,2.24641288571147e-14,"12","Myl6"
"Slc11a11",1.0740443222987e-18,3.04408177422268,0.373,0.043,2.69896597750441e-14,"12","Slc11a1"
"Gpsm34",1.11588714920988e-18,1.83881383576115,0.501,0.119,2.80411281724951e-14,"12","Gpsm3"
"Tlr13",1.17478749682487e-18,3.25961862643476,0.268,0.027,2.95212350077122e-14,"12","Tlr13"
"Rrbp14",1.48999648245799e-18,0.908457220442071,0.831,0.525,3.74421216076869e-14,"12","Rrbp1"
"Aif12",1.69911371223542e-18,1.26333297282769,0.455,0.101,4.26970284747639e-14,"12","Aif1"
"Arl5c1",1.75625193122672e-18,2.03219780229946,0.344,0.056,4.41328547797963e-14,"12","Arl5c"
"I830077J02Rik1",1.86246247279305e-18,2.81220638700903,0.291,0.038,4.68018194788166e-14,"12","I830077J02Rik"
"Rab5if2",2.00603098462684e-18,1.31737748037724,0.655,0.376,5.04095526126878e-14,"12","Rab5if"
"H2afz2",2.1048459576507e-18,0.859662017562135,0.944,0.88,5.28926740698044e-14,"12","H2afz"
"Rpl307",2.27144523509479e-18,0.499282381369997,1,0.99,5.70791473126969e-14,"12","Rpl30"
"Psmb94",2.34312537574512e-18,1.36941898658465,0.51,0.168,5.8880397567099e-14,"12","Psmb9"
"Emb3",2.38920916741381e-18,0.994684166743857,0.694,0.455,6.00384371679417e-14,"12","Emb"
"Limd25",2.39599625904539e-18,1.35785431935552,0.535,0.203,6.02089899935516e-14,"12","Limd2"
"S100a105",2.39992635065659e-18,1.24488151602176,0.607,0.277,6.03077492656494e-14,"12","S100a10"
"Clec4a23",2.40669360797171e-18,2.15212964672834,0.368,0.069,6.04778036747211e-14,"12","Clec4a2"
"Ehd43",2.68585702757054e-18,1.20650610976449,0.56,0.209,6.74929012458202e-14,"12","Ehd4"
"Pla2g74",2.70695333002777e-18,1.97402906260889,0.418,0.093,6.80230302302678e-14,"12","Pla2g7"
"Cnn25",2.92614513613291e-18,1.20020160352623,0.492,0.189,7.35311011258839e-14,"12","Cnn2"
"Prcp2",2.95650785628116e-18,1.85670920023597,0.376,0.111,7.42940859204893e-14,"12","Prcp"
"Ifi2111",3.88052770075502e-18,2.37266092330473,0.299,0.042,9.75137805922729e-14,"12","Ifi211"
"Rpl176",4.79490939442488e-18,0.596717084639896,1,0.977,1.20491278172503e-13,"12","Rpl17"
"Lamtor42",4.8630765856393e-18,1.27181653116982,0.639,0.39,1.2220425152053e-13,"12","Lamtor4"
"Pde4b2",7.19876678348107e-18,1.75800030800747,0.391,0.116,1.80897810502096e-13,"12","Pde4b"
"Clic16",7.57146997932449e-18,0.94416006982572,0.876,0.628,1.90263469110445e-13,"12","Clic1"
"Rgs103",8.87994711364982e-18,1.13987701257928,0.475,0.124,2.23144191018906e-13,"12","Rgs10"
"Fgd4",1.00922283798671e-17,2.06047954638324,0.411,0.131,2.53607606957681e-13,"12","Fgd4"
"Celf24",1.3957268440336e-17,1.56315399731524,0.589,0.22,3.50732198637203e-13,"12","Celf2"
"Milr12",1.70511446390856e-17,2.16560458909826,0.322,0.07,4.28478213635582e-13,"12","Milr1"
"Rps127",1.78204399164823e-17,0.544619343667125,1,0.986,4.47809834661284e-13,"12","Rps12"
"Asah12",1.9857841041353e-17,1.50395297816433,0.545,0.226,4.9900768752816e-13,"12","Asah1"
"Xbp12",2.09989991301792e-17,1.16688653885503,0.598,0.307,5.27683849142272e-13,"12","Xbp1"
"Casp11",2.22976738467837e-17,2.63757828381617,0.321,0.052,5.60318246095827e-13,"12","Casp1"
"Necap22",2.32218385818808e-17,1.63714479863308,0.383,0.13,5.83541581724084e-13,"12","Necap2"
"Psmb104",2.62479850760176e-17,1.37351088072424,0.526,0.185,6.59585616975246e-13,"12","Psmb10"
"Capg5",3.28316045245825e-17,1.89731829401278,0.54,0.168,8.25025390098234e-13,"12","Capg"
"Bcl103",3.28442700994006e-17,1.36750807783545,0.51,0.242,8.25343663327838e-13,"12","Bcl10"
"Zfp367",3.3220707211994e-17,0.705266008005364,0.865,0.458,8.34803151530196e-13,"12","Zfp36"
"Trf2",3.80430938580416e-17,1.30779405776732,0.425,0.105,9.55984905558727e-13,"12","Trf"
"Sh3glb14",3.98252623127045e-17,1.15711959302508,0.789,0.487,1.00076901665595e-12,"12","Sh3glb1"
"Mafb4",4.25715054519773e-17,1.51377789211768,0.43,0.12,1.06977936050274e-12,"12","Mafb"
"Camk1d2",4.37543824007894e-17,2.31530833036839,0.362,0.07,1.09950387534944e-12,"12","Camk1d"
"March11",4.64141219612436e-17,2.51471781233052,0.376,0.058,1.16634047076409e-12,"12","March1"
"Tacc15",5.01380514581266e-17,1.10970132797306,0.511,0.253,1.25991909509126e-12,"12","Tacc1"
"Irf83",5.23627219366131e-17,1.39420520030615,0.533,0.127,1.31582283954515e-12,"12","Irf8"
"Rps3a15",5.64193078300283e-17,0.534828315751053,1,0.988,1.41776078646078e-12,"12","Rps3a1"
"Tep11",5.67296869814215e-17,2.18738952061578,0.369,0.095,1.42556030415614e-12,"12","Tep1"
"Erp293",5.77244749234305e-17,1.20638483178436,0.748,0.474,1.45055833035088e-12,"12","Erp29"
"Kctd124",6.18307987066424e-17,0.854274155709172,0.602,0.212,1.55374614069922e-12,"12","Kctd12"
"Lamp11",7.15560465901077e-17,0.794246021220198,0.919,0.788,1.79813189476282e-12,"12","Lamp1"
"Ifngr22",7.35212454054325e-17,1.66262077410485,0.496,0.176,1.84751537579311e-12,"12","Ifngr2"
"Cdkn1b4",7.41024867331365e-17,1.27670961448606,0.482,0.218,1.86212138911699e-12,"12","Cdkn1b"
"Csk4",7.49503921134152e-17,1.50490046168394,0.427,0.151,1.88342840341801e-12,"12","Csk"
"Reep55",7.75435926268082e-17,0.896660516105504,0.691,0.377,1.94859293911906e-12,"12","Reep5"
"Rps185",7.82302078194253e-17,0.521941204635088,0.999,0.962,1.96584689229434e-12,"12","Rps18"
"Rps157",9.08244639939733e-17,0.494099723758476,0.998,0.971,2.28232795570455e-12,"12","Rps15"
"Rps56",9.54492365683323e-17,0.581086768611049,0.999,0.963,2.39854386572562e-12,"12","Rps5"
"Slc15a33",1.12761960890944e-16,1.70058056877526,0.457,0.097,2.83359531522854e-12,"12","Slc15a3"
"Ncf13",1.2256852492528e-16,1.09216199176891,0.432,0.115,3.08002446284736e-12,"12","Ncf1"
"Foxn2",1.27797849069929e-16,2.1514097524292,0.252,0.061,3.21143214927826e-12,"12","Foxn2"
"Lipa3",1.3565724079057e-16,1.82489032911782,0.369,0.11,3.40893080382624e-12,"12","Lipa"
"Sept92",1.36975882229063e-16,1.98810759640082,0.416,0.131,3.44206694453413e-12,"12","Sept9"
"Rpl227",1.42053116803926e-16,0.717224564829562,0.992,0.867,3.56965277216585e-12,"12","Rpl22"
"Tnfaip24",1.48586125118675e-16,1.14959189168629,0.471,0.133,3.73382073810719e-12,"12","Tnfaip2"
"Cd833",1.83985948208021e-16,1.57097040479344,0.457,0.1,4.62338289251937e-12,"12","Cd83"
"Cast5",1.91608274609038e-16,1.2598627916311,0.517,0.235,4.81492433265051e-12,"12","Cast"
"Pot1b",1.93181906152035e-16,3.48655793290003,0.294,0.038,4.85446811969449e-12,"12","Pot1b"
"Klf32",1.96135263576796e-16,1.43161592788556,0.574,0.272,4.92868303842131e-12,"12","Klf3"
"Lims13",2.34501731602761e-16,1.59114950725728,0.483,0.188,5.89279401344579e-12,"12","Lims1"
"Arhgef10l",2.37557505433378e-16,3.31355437286706,0.273,0.035,5.96958255403537e-12,"12","Arhgef10l"
"Nabp13",2.51266494935147e-16,1.70399530444181,0.41,0.13,6.31407575122532e-12,"12","Nabp1"
"Mgst12",2.76541272131913e-16,0.86799608795887,0.587,0.227,6.94920562740283e-12,"12","Mgst1"
"Idh13",4.70978079227543e-16,1.47779454751225,0.406,0.151,1.18352081529089e-11,"12","Idh1"
"Rpl116",4.90218476234965e-16,0.524687373557384,0.999,0.976,1.23187000893084e-11,"12","Rpl11"
"Rbpms3",5.03255200281983e-16,0.90884348974714,0.347,0.158,1.2646299927886e-11,"12","Rbpms"
"Pilra1",5.27396515864031e-16,2.38405122254986,0.329,0.053,1.32529470471472e-11,"12","Pilra"
"Tmem14c1",5.27946810189184e-16,1.09154356087285,0.624,0.381,1.3266775393244e-11,"12","Tmem14c"
"Ier54",5.37784536660921e-16,1.25150957127623,0.705,0.296,1.35139876217523e-11,"12","Ier5"
"Elf4",5.52591120520352e-16,2.47378144476137,0.255,0.046,1.38860622675559e-11,"12","Elf4"
"Nfkb13",6.21230394120062e-16,1.7472661039341,0.495,0.169,1.5610898573843e-11,"12","Nfkb1"
"Irf22",6.22924300326986e-16,1.11486002579452,0.64,0.381,1.56534647429168e-11,"12","Irf2"
"Mpp11",7.06712277340181e-16,1.83438780861249,0.355,0.122,1.77589728172814e-11,"12","Mpp1"
"Irf71",7.25539060411178e-16,1.09568312599783,0.382,0.108,1.82320710490725e-11,"12","Irf7"
"Fam129a4",7.42022491911798e-16,2.03733713956137,0.495,0.135,1.86462831992516e-11,"12","Fam129a"
"Ccdc88a5",7.98202891551713e-16,1.22243855113108,0.589,0.352,2.0058040461803e-11,"12","Ccdc88a"
"Ethe1",8.64379919011107e-16,2.17115723914241,0.347,0.096,2.17210029848301e-11,"12","Ethe1"
"Sh3kbp12",9.00369262585793e-16,1.84724365714887,0.415,0.126,2.26253791995184e-11,"12","Sh3kbp1"
"Rps257",1.00081430924059e-15,0.602479331255459,0.999,0.978,2.51494627769068e-11,"12","Rps25"
"Junb8",1.09132796660596e-15,0.592098865851177,0.977,0.629,2.74239804728411e-11,"12","Junb"
"Ptp4a21",1.16175208839724e-15,0.820127792079374,0.764,0.594,2.91936682293342e-11,"12","Ptp4a2"
"Gm63771",1.2253109713133e-15,2.69407669404844,0.257,0.036,3.0790839398132e-11,"12","Gm6377"
"Dleu24",1.2696741068437e-15,1.40208655663177,0.624,0.353,3.19056406308753e-11,"12","Dleu2"
"Myl12b4",1.49288215243513e-15,0.840856502129473,0.855,0.67,3.75146356085425e-11,"12","Myl12b"
"Tnfsf13",1.51782343007128e-15,3.27878574460832,0.365,0.051,3.81413849742613e-11,"12","Tnfsf13"
"Atf34",1.65314325200068e-15,0.653936090683745,0.805,0.36,4.15418367795252e-11,"12","Atf3"
"Neurl34",1.662292526999e-15,1.27799225989048,0.411,0.118,4.17717489109579e-11,"12","Neurl3"
"Ifi2035",1.93678071248717e-15,1.4931237363518,0.478,0.14,4.866936252409e-11,"12","Ifi203"
"Arhgef14",2.10087011364931e-15,1.43157613123237,0.452,0.173,5.27927650858935e-11,"12","Arhgef1"
"Pygl1",2.63209857004109e-15,1.93284306380451,0.347,0.065,6.61420049665625e-11,"12","Pygl"
"Ppp1r184",2.84672960848054e-15,1.54226154313836,0.388,0.117,7.15354683315075e-11,"12","Ppp1r18"
"Mbnl14",3.17192557831215e-15,1.00328484596936,0.771,0.491,7.97073178574061e-11,"12","Mbnl1"
"Arhgap92",3.19062043239346e-15,2.42457603325228,0.345,0.061,8.01771008456153e-11,"12","Arhgap9"
"Ccdc503",3.23676621818122e-15,1.63354726068232,0.515,0.215,8.1336698296676e-11,"12","Ccdc50"
"Nckap1l2",3.73769644184505e-15,2.11689393456281,0.368,0.078,9.39245738871242e-11,"12","Nckap1l"
"Ppp1ca4",3.83597525782764e-15,0.812416195153288,0.758,0.563,9.63942222539506e-11,"12","Ppp1ca"
"Psme24",3.93034143338644e-15,1.00976231628575,0.637,0.358,9.87655498795678e-11,"12","Psme2"
"Hpgd4",4.08181729161523e-15,1.54779086101925,0.444,0.145,1.02571986720999e-10,"12","Hpgd"
"Mtpn2",4.40412479636884e-15,1.07931020163038,0.64,0.417,1.10671252007953e-10,"12","Mtpn"
"Itgb17",4.67879816210079e-15,0.968549553559796,0.682,0.403,1.17573519015431e-10,"12","Itgb1"
"Ssh24",5.22911337170594e-15,1.6028847043751,0.582,0.242,1.31402389917599e-10,"12","Ssh2"
"Rpl56",5.65830038187064e-15,0.445692939969192,0.994,0.942,1.42187430296027e-10,"12","Rpl5"
"Gpr1321",5.83451699461219e-15,2.85629872974587,0.313,0.041,1.4661557755761e-10,"12","Gpr132"
"Pira21",5.94639015695298e-15,3.21786348965013,0.272,0.025,1.49426838254071e-10,"12","Pira2"
"Cd743",6.02585796526014e-15,0.316301013193052,0.679,0.257,1.51423784809022e-10,"12","Cd74"
"Ptprj2",6.62780342301239e-15,2.18974863912824,0.442,0.131,1.66550072216878e-10,"12","Ptprj"
"Tet21",7.36068721396809e-15,1.56074604054243,0.355,0.148,1.84966708999804e-10,"12","Tet2"
"Rps265",7.88372220229498e-15,0.548936862940475,0.998,0.944,1.98110055221471e-10,"12","Rps26"
"H2-T235",7.89664399045804e-15,1.01535245079578,0.57,0.236,1.9843476683622e-10,"12","H2-T23"
"Pik3cd2",7.97551770015563e-15,2.17166771373601,0.31,0.067,2.00416784287211e-10,"12","Pik3cd"
"Ccdc88c1",8.39050008573297e-15,1.92082275759999,0.338,0.098,2.10844876654384e-10,"12","Ccdc88c"
"Susd3",8.56143479912644e-15,2.7782150053688,0.289,0.042,2.15140295067248e-10,"12","Susd3"
"Fes2",9.31187347556979e-15,2.62749257740286,0.373,0.061,2.33998068567593e-10,"12","Fes"
"Stat14",9.36042700967113e-15,1.4172319977846,0.475,0.169,2.35218170326026e-10,"12","Stat1"
"Jpt14",9.94077516347375e-15,0.943791724920602,0.567,0.304,2.49801739082932e-10,"12","Jpt1"
"Adap1",1.00831811939597e-14,3.03668068441726,0.269,0.038,2.53380260223014e-10,"12","Adap1"
"Arhgap154",1.01466401093637e-14,1.90525407593734,0.402,0.093,2.54974919308202e-10,"12","Arhgap15"
"Eef1b27",1.10180169517107e-14,0.635263404773299,0.971,0.821,2.76871747979538e-10,"12","Eef1b2"
"Rpl76",1.1837831014502e-14,0.500883677631005,1,0.975,2.9747285556342e-10,"12","Rpl7"
"Mia21",1.27120863721936e-14,1.22291626495923,0.609,0.362,3.19442018446853e-10,"12","Mia2"
"Nhsl2",1.4595026901369e-14,2.57814761423637,0.266,0.044,3.66758431004501e-10,"12","Nhsl2"
"Vamp85",1.48057637492331e-14,0.905235140994527,0.707,0.372,3.72054037254478e-10,"12","Vamp8"
"Rpl66",1.59533800455327e-14,0.462954507152351,0.999,0.966,4.00892487164191e-10,"12","Rpl6"
"H2-DMa3",1.84661624608571e-14,1.60435876819214,0.539,0.15,4.64036196478879e-10,"12","H2-DMa"
"Syngr22",2.03021882402438e-14,1.41042855979384,0.46,0.161,5.10173688289086e-10,"12","Syngr2"
"Nsa26",2.41659602615077e-14,0.941543807605559,0.826,0.597,6.07266415411428e-10,"12","Nsa2"
"Ccnl15",2.53912991643161e-14,0.912675387725667,0.657,0.402,6.380579567001e-10,"12","Ccnl1"
"Rab431",2.83794641473172e-14,1.54612350410177,0.299,0.108,7.13147554557933e-10,"12","Rab43"
"H2afj4",3.11942323660642e-14,1.00949918239717,0.757,0.46,7.83879865126827e-10,"12","H2afj"
"Lair12",3.96715461940963e-14,2.19808168417852,0.297,0.063,9.96906284311446e-10,"12","Lair1"
"Rpl23a7",4.50722438954714e-14,0.560479384346798,0.998,0.955,1.1326204168493e-09,"12","Rpl23a"
"Atp6v1b24",4.53587554087521e-14,1.33235369276611,0.425,0.211,1.13982016466653e-09,"12","Atp6v1b2"
"Hps3",4.8930397836565e-14,1.82400980144143,0.269,0.084,1.22957196723504e-09,"12","Hps3"
"Zfand52",5.37926472904423e-14,1.33654248394368,0.755,0.498,1.35175543376152e-09,"12","Zfand5"
"Diaph21",5.58915693521478e-14,1.61477918342306,0.369,0.148,1.40449924625012e-09,"12","Diaph2"
"Eif4ebp12",7.29916100913216e-14,1.73160847705397,0.432,0.146,1.83420616998482e-09,"12","Eif4ebp1"
"Rps4x7",8.72149467705909e-14,0.526413011446872,1,0.972,2.19162439739818e-09,"12","Rps4x"
"Myh94",9.67841235919444e-14,1.02122221979663,0.724,0.443,2.43208824174197e-09,"12","Myh9"
"Siva12",1.03645643222915e-13,0.939035726220867,0.417,0.238,2.60451136854864e-09,"12","Siva1"
"Sla2",1.09876999544569e-13,2.17220667822874,0.353,0.068,2.76109912155547e-09,"12","Sla"
"Pstpip13",1.19146128396936e-13,2.13294437836298,0.291,0.059,2.99402306048661e-09,"12","Pstpip1"
"Rps86",1.26333768999453e-13,0.375838853789151,1,0.994,3.17464128118726e-09,"12","Rps8"
"Grb23",1.26574942372088e-13,1.02242299660704,0.587,0.332,3.1807017268682e-09,"12","Grb2"
"Rpl10a6",1.2954528379318e-13,0.437312814748008,0.991,0.922,3.25534343643882e-09,"12","Rpl10a"
"Scand11",1.44382024555335e-13,1.07252356379789,0.756,0.521,3.628175895051e-09,"12","Scand1"
"Ripk11",1.65962966880198e-13,1.09375465054794,0.276,0.134,4.1704833947325e-09,"12","Ripk1"
"Card193",1.95965952750863e-13,1.4443104816581,0.425,0.172,4.92442842667643e-09,"12","Card19"
"Traf12",2.09354369889616e-13,2.0793975127246,0.3,0.062,5.26086596095616e-09,"12","Traf1"
"Sec61g3",2.79354520794392e-13,0.785700004923058,0.866,0.732,7.01989975304229e-09,"12","Sec61g"
"Morc32",2.80844026764999e-13,1.27636904011647,0.355,0.149,7.05732954857765e-09,"12","Morc3"
"Fcgr12",3.0163210359195e-13,1.58902823285673,0.289,0.058,7.57971313116211e-09,"12","Fcgr1"
"Lat22",3.20208528678454e-13,1.91788664142285,0.291,0.063,8.04652011716087e-09,"12","Lat2"
"Limd11",3.21943795868697e-13,1.471308650597,0.364,0.146,8.0901256463845e-09,"12","Limd1"
"Cd862",3.64580027749496e-13,1.51843781052085,0.314,0.075,9.16153151731708e-09,"12","Cd86"
"Slfn13",3.95605294683963e-13,2.26575929493373,0.387,0.055,9.94116545011332e-09,"12","Slfn1"
"Stat6",4.22480587101236e-13,1.7787121204693,0.295,0.089,1.0616514673267e-08,"12","Stat6"
"Sema4d3",4.54325777422548e-13,1.93274104993756,0.457,0.152,1.14167524608512e-08,"12","Sema4d"
"Ttc72",4.95480503500286e-13,1.64763431071604,0.452,0.185,1.24509295724587e-08,"12","Ttc7"
"Fam89b2",5.59885855176808e-13,1.29138840049268,0.354,0.167,1.4069371654738e-08,"12","Fam89b"
"Notch21",5.62525135267301e-13,2.09233490779886,0.322,0.081,1.4135694124132e-08,"12","Notch2"
"Crlf24",5.89694283308645e-13,1.60536874393692,0.37,0.106,1.48184276452629e-08,"12","Crlf2"
"Dusp52",5.94961017228888e-13,1.41087708555886,0.43,0.198,1.49507754019447e-08,"12","Dusp5"
"Myadm2",6.47130741169699e-13,2.21357590133819,0.466,0.111,1.62617483948534e-08,"12","Myadm"
