"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","tissue"
"Rhobtb2",0.72272879148307,0.109736690530319,1,1,1,"Rhobtb2","RM"
"Hist4h4",0.722861681190744,-0.00425389369410989,1,0.667,1,"Hist4h4","RM"
"Csnk1e",0.722934777007561,0.0065668895764508,1,0.667,1,"Csnk1e","RM"
"Etfb",0.723254047073534,0.147141010537743,1,1,1,"Etfb","RM"
"4931406P16Rik",0.723588220431874,0.148407962506723,1,1,1,"4931406P16Rik","RM"
"Gtf3c3",0.723603417494197,0.0190528577739835,1,1,1,"Gtf3c3","RM"
"Tnk2",0.723632370752656,0.0389422275834763,1,1,1,"Tnk2","RM"
"Atpaf2",0.723649690413925,0.123241043558302,1,1,1,"Atpaf2","RM"
"Grina",0.723701159889556,0.185796504953726,1,1,1,"Grina","RM"
"Cxxc1",0.723851095548935,0.177671238015581,1,1,1,"Cxxc1","RM"
"Clcc1",0.723949840608864,0.045710393454137,1,1,1,"Clcc1","RM"
"Leng1",0.724046796614263,0.123502077941123,1,1,1,"Leng1","RM"
"Gm48708",0.724122855466444,-0.0144076636218424,1,0.333,1,"Gm48708","RM"
"Golga5",0.724132762065444,0.0542019056393857,1,1,1,"Golga5","RM"
"Nt5c3",0.724133687585853,0.18738129194616,1,1,1,"Nt5c3","RM"
"Mrtfb",0.724398232434875,0.0128447733507779,1,1,1,"Mrtfb","RM"
"Cdk16",0.724466539285857,0.00704093899179337,1,1,1,"Cdk16","RM"
"Nab2",0.724542448757341,0.0283558415223324,1,1,1,"Nab2","RM"
"Itgav",0.724543061262965,0.0710638589644463,1,1,1,"Itgav","RM"
"Rnf214",0.724615166668414,-0.00343870878909458,1,0.667,1,"Rnf214","RM"
"Cxxc5",0.724804607293382,0.00150933684331167,1,1,1,"Cxxc5","RM"
"Ikzf5",0.725205537824373,0.178400269048046,1,1,1,"Ikzf5","RM"
"Pop5",0.725226651691048,0.124762161169016,1,1,1,"Pop5","RM"
"E230032D23Rik",0.725806024948443,0.0840534356440543,1,1,1,"E230032D23Rik","RM"
"Stub1",0.725993751403527,0.0813113511829176,1,1,1,"Stub1","RM"
"Eef1aknmt",0.726404429562102,-0.00210476201975407,1,1,1,"Eef1aknmt","RM"
"Rbm47",0.726436383260941,0.0045878839933946,1,0.667,1,"Rbm47","RM"
"Ube2g1",0.726568097580504,0.057661892261808,1,1,1,"Ube2g1","RM"
"Spaca9",0.726929307250363,-0.00885184929666338,1,0.667,1,"Spaca9","RM"
"Gm48914",0.727273930935011,-0.00939935447777729,1,0.333,1,"Gm48914","RM"
"Sf3b5",0.727597392225699,0.24232879776849,1,1,1,"Sf3b5","RM"
"Gm15675",0.727864540661801,0.0554460144524924,1,0,1,"Gm15675","RM"
"Fibp",0.727974868089423,0.18390883406255,1,1,1,"Fibp","RM"
"Fam83d",0.72803443453528,0.0718474046094122,1,0.667,1,"Fam83d","RM"
"Ghdc",0.728043992816591,-0.0110897809227415,1,0.667,1,"Ghdc","RM"
"E430018J23Rik",0.728224474328106,-0.0140245154304761,1,0.667,1,"E430018J23Rik","RM"
"Frrs1",0.728366504766897,0.0273855508489625,1,1,1,"Frrs1","RM"
"Clns1a",0.72880730721945,0.0681237942618226,1,1,1,"Clns1a","RM"
"Phkg2",0.728854003335623,0.171120622946597,1,1,1,"Phkg2","RM"
"Nudcd3",0.728950482870537,0.203712308742517,1,1,1,"Nudcd3","RM"
"Tnfaip1",0.728973575492382,0.0134867685143456,1,1,1,"Tnfaip1","RM"
"Dph3",0.729928898589689,0.240702791566755,1,1,1,"Dph3","RM"
"Mydgf",0.730001304563366,0.204437269880735,1,1,1,"Mydgf","RM"
"Rbm28",0.730316617189939,0.199438765827189,1,1,1,"Rbm28","RM"
"5830448L01Rik",0.73035406327983,0.0567549679508725,1,0.667,1,"5830448L01Rik","RM"
"Gm13091",0.730364990214224,-0.0174645291692284,1,0.333,1,"Gm13091","RM"
"Spink10",0.730364990214224,-0.0174645291692284,1,0.333,1,"Spink10","RM"
"Atrnl1",0.730364990214224,-0.0174645291692284,1,0.333,1,"Atrnl1","RM"
"Trp53inp2",0.730570821917266,-0.00522455702641844,1,0.667,1,"Trp53inp2","RM"
"Psmg2",0.730729007499925,0.173234734214098,1,1,1,"Psmg2","RM"
"Irf2bp1",0.731017836329137,0.154925916680385,1,0.667,1,"Irf2bp1","RM"
"9130019O22Rik",0.73113727402923,-0.0104119453441844,1,0.333,1,"9130019O22Rik","RM"
"9230116N13Rik",0.731214794837243,-0.00827834097295321,1,0.333,1,"9230116N13Rik","RM"
"Mea1",0.731388868042035,0.222602752703335,1,1,1,"Mea1","RM"
"Mcl1",0.731491655629116,0.253307158377777,1,1,1,"Mcl1","RM"
"Syncrip",0.731638310682573,0.242545901484403,1,1,1,"Syncrip","RM"
"Gm42921",0.731719053792979,0.0543397584600398,1,0,1,"Gm42921","RM"
"Lamtor4",0.731737465407394,0.143460938523385,1,1,1,"Lamtor4","RM"
"Gpcpd1",0.731768401652096,0.194855722561171,1,1,1,"Gpcpd1","RM"
"Gabpb2",0.731771551511414,0.21441137922376,1,1,1,"Gabpb2","RM"
"Polrmt",0.732440991618148,-0.00746431724948282,1,0.333,1,"Polrmt","RM"
"Lsm6",0.732697608662005,0.245612575840424,1,1,1,"Lsm6","RM"
"Ksr1",0.732783387537482,0.0192121310421864,1,0.667,1,"Ksr1","RM"
"Prrg4",0.732794029487219,-0.0201552491799804,0.667,0.333,1,"Prrg4","RM"
"Cask",0.732866435331287,0.045149302789629,1,0.333,1,"Cask","RM"
"Arhgef39",0.733190913462687,0.0534453394747159,1,0,1,"Arhgef39","RM"
"Tmod1",0.733190913462687,0.0534453394747159,1,0,1,"Tmod1","RM"
"Gm44148",0.733190913462687,0.0534453394747159,1,0,1,"Gm44148","RM"
"Tmem159",0.733190913462687,0.0534453394747159,1,0,1,"Tmem159","RM"
"Rab32",0.733190913462687,0.0534453394747159,1,0,1,"Rab32","RM"
"Phka1",0.733190913462687,0.0534453394747159,1,0,1,"Phka1","RM"
"Zfp64",0.733280273332089,0.112553662835929,1,1,1,"Zfp64","RM"
"Glb1l",0.733344722883479,0.0371517686941869,1,0.333,1,"Glb1l","RM"
"Pbxip1",0.733507568205576,0.211540076847883,1,1,1,"Pbxip1","RM"
"Inpp5e",0.733598245733537,0.0763471637161484,1,0.667,1,"Inpp5e","RM"
"Lamtor1",0.733639183016317,0.228638748229598,1,1,1,"Lamtor1","RM"
"Il2",0.733742913496435,0.229261724394394,1,0.333,1,"Il2","RM"
"Zbtb43",0.733846743134671,0.029823641627961,1,1,1,"Zbtb43","RM"
"Gm20628",0.734079751051928,0.0471627706154543,1,0.333,1,"Gm20628","RM"
"Il27ra",0.734084071947756,0.183564104675621,1,1,1,"Il27ra","RM"
"3830406C13Rik",0.734106025684131,0.0812030830751581,1,1,1,"3830406C13Rik","RM"
"Actn4",0.734147050364561,0.125362098724871,1,1,1,"Actn4","RM"
"Tmem14a",0.734273845566576,-0.00833321425992795,1,0.667,1,"Tmem14a","RM"
"Bmp2k",0.734402279939403,0.140996893798631,1,1,1,"Bmp2k","RM"
"Coa6",0.73473574859987,0.0665806103859807,1,1,1,"Coa6","RM"
"1810013L24Rik",0.734948292068236,0.037379089116559,1,1,1,"1810013L24Rik","RM"
"Cnga1",0.734969873385368,-0.0182875522153563,0.667,0.333,1,"Cnga1","RM"
"Gemin7",0.735054542958189,0.0775285557769194,1,1,1,"Gemin7","RM"
"Gpkow",0.735092967441953,0.122654562756598,1,0.667,1,"Gpkow","RM"
"Cpeb2",0.735211107631001,0.0829187426646349,1,0.667,1,"Cpeb2","RM"
"Perp",0.735298037910949,-0.0177724419122962,1,0.667,1,"Perp","RM"
"Lin52",0.735564769764592,-0.00414992861264851,1,1,1,"Lin52","RM"
"BC003965",0.735583985322553,0.0558105055238179,1,1,1,"BC003965","RM"
"Rbm8a2",0.735705755222111,-0.0100651786867456,1,0.333,1,"Rbm8a2","RM"
"Zpbp2",0.736123201059883,0.0657876908673893,1,0.667,1,"Zpbp2","RM"
"Ss18l2",0.736132451485997,0.127193000188273,1,0.667,1,"Ss18l2","RM"
"Ascc1",0.736184073475015,0.150011823899538,1,1,1,"Ascc1","RM"
"Nfrkb",0.736438153588535,0.0646789721980679,1,1,1,"Nfrkb","RM"
"Stag2",0.736446774054787,0.12660448821283,1,1,1,"Stag2","RM"
"Vcl",0.736609660150749,-0.00345295693549796,1,0.667,1,"Vcl","RM"
"Pank2",0.737348405748929,0.0750403825644752,1,1,1,"Pank2","RM"
"Dcun1d4",0.737455900420968,-0.0163615734732407,1,0.333,1,"Dcun1d4","RM"
"Gcat",0.737512221304206,0.0843116220272861,1,0.667,1,"Gcat","RM"
"Hook1",0.737671866219603,-0.0169277708710367,1,0.667,1,"Hook1","RM"
"Tln2",0.737786989741051,0.0528647230900992,1,0,1,"Tln2","RM"
"Gm10260",0.737786989741051,0.0528647230900992,1,0,1,"Gm10260","RM"
"Srgn",0.737814610185489,0.26904477134587,1,1,1,"Srgn","RM"
"Paip1",0.737858026500091,0.0717893526206047,1,1,1,"Paip1","RM"
"St8sia4",0.738014036276263,0.131862027623393,1,1,1,"St8sia4","RM"
"Fbrs",0.738029929588158,0.155930066056697,1,1,1,"Fbrs","RM"
"Ecpas",0.738239654074742,0.158013906582253,1,1,1,"Ecpas","RM"
"Rilpl1",0.738266695077445,0.0526890193679355,1,0,1,"Rilpl1","RM"
"Gm47232",0.738266695077445,0.0526890193679355,1,0,1,"Gm47232","RM"
"Sash1",0.738266695077445,0.0526890193679355,1,0,1,"Sash1","RM"
"Prss16",0.738266695077445,0.0526890193679355,1,0,1,"Prss16","RM"
"Gm50023",0.738266695077445,0.0526890193679355,1,0,1,"Gm50023","RM"
"Ankrd13d",0.738266695077445,0.0526890193679355,1,0,1,"Ankrd13d","RM"
"Mcoln1",0.738270555694334,0.0989710147888017,1,0.667,1,"Mcoln1","RM"
"Desi1",0.738343356066541,0.0682706827652879,1,1,1,"Desi1","RM"
"Brwd3",0.738430445969551,0.144792901416544,1,1,1,"Brwd3","RM"
"Ccdc58",0.738545449596947,0.0183280192216715,1,0.667,1,"Ccdc58","RM"
"Ifitm3",0.738825150556705,0.0586233106684367,1,1,1,"Ifitm3","RM"
"Slc9a6",0.738859979936862,0.0788092685153523,1,0.667,1,"Slc9a6","RM"
"Pla2g4a",0.738943355065664,0.0536209511155028,1,0,1,"Pla2g4a","RM"
"Cd59a",0.738943355065664,0.0536209511155028,1,0,1,"Cd59a","RM"
"Gm43061",0.738943355065664,0.0536209511155028,1,0,1,"Gm43061","RM"
"Slc9b2",0.738943355065664,0.0536209511155028,1,0,1,"Slc9b2","RM"
"Cdc73",0.738975498775026,0.192122385649927,1,1,1,"Cdc73","RM"
"Faf1",0.739077908487063,0.181184015155929,1,1,1,"Faf1","RM"
"Got1",0.739196224155304,0.085764312355304,1,1,1,"Got1","RM"
"Smim7",0.739225400780694,0.0742193167043547,1,1,1,"Smim7","RM"
"Gpbp1l1",0.739310176494933,0.210549603696644,1,1,1,"Gpbp1l1","RM"
"Sp3os",0.739780970857278,0.133487368808851,1,1,1,"Sp3os","RM"
"Rnf115",0.739897225808306,0.189828288698881,1,1,1,"Rnf115","RM"
"Timmdc1",0.740068614390881,-0.00665305545903561,1,0.667,1,"Timmdc1","RM"
"Ptp4a3",0.740122100558762,0.0775592763481486,1,1,1,"Ptp4a3","RM"
"Arl14ep",0.74020070261503,0.103733061101929,1,1,1,"Arl14ep","RM"
"Gldc",0.740223179663057,0.036926283155007,1,0.333,1,"Gldc","RM"
"Mob2",0.741001837209049,0.170614265106087,1,1,1,"Mob2","RM"
"Tmem41a",0.741046374416294,0.0396392127819931,1,0.333,1,"Tmem41a","RM"
"Trip11",0.741140789721785,0.135209908217187,1,1,1,"Trip11","RM"
"Mesd",0.741191924677915,0.0633751681326444,1,1,1,"Mesd","RM"
"Inka2",0.741246343799249,-0.0151416126817565,1,0.333,1,"Inka2","RM"
"Uhrf1bp1",0.741246343799249,-0.0151416126817565,1,0.333,1,"Uhrf1bp1","RM"
"Ccar2",0.741498020062506,0.1338733302469,1,0.667,1,"Ccar2","RM"
"Tmem265",0.74151850675298,-0.00274532006450912,1,1,1,"Tmem265","RM"
"Fam234b",0.741711173562187,0.0418212022250717,1,0.333,1,"Fam234b","RM"
"Eps15",0.741772990520685,0.181403847830288,1,1,1,"Eps15","RM"
"Vamp4",0.741792133356324,0.167973923588458,1,1,1,"Vamp4","RM"
"Plekhg5",0.741829676601189,-0.0154880839342679,1,0.333,1,"Plekhg5","RM"
"Tctn1",0.741829676601189,-0.0154880839342679,1,0.333,1,"Tctn1","RM"
"Ryr1",0.741884630108066,-0.0169441411899114,1,0.333,1,"Ryr1","RM"
"Tfpt",0.741955913879802,0.126231400210275,1,0.667,1,"Tfpt","RM"
"Ankrd23",0.742003112102554,0.0525132942444657,1,0,1,"Ankrd23","RM"
"Myl6b",0.742003112102554,0.0525132942444657,1,0,1,"Myl6b","RM"
"Gm48283",0.742003112102554,0.0525132942444657,1,0,1,"Gm48283","RM"
"Clu",0.742003112102554,0.0525132942444657,1,0,1,"Clu","RM"
"Kctd2",0.742360696759189,0.163378812829246,1,1,1,"Kctd2","RM"
"Gm34680",0.742644843133431,-0.0168451182860114,0.333,0.333,1,"Gm34680","RM"
"Xxylt1",0.742882840620216,0.00414730069136549,1,1,1,"Xxylt1","RM"
"U2surp",0.74312332486316,0.125502884698995,1,1,1,"U2surp","RM"
"Mvd",0.743198652051339,0.0157412579739893,1,1,1,"Mvd","RM"
"Zranb3",0.743381727474364,0.046686213260225,1,0.333,1,"Zranb3","RM"
"Klf3",0.743495080199291,0.128044284853229,1,1,1,"Klf3","RM"
"Cct6a",0.743607272565803,0.153038721845199,1,1,1,"Cct6a","RM"
"Rbks",0.743693049370495,0.00380921117498811,1,1,1,"Rbks","RM"
"Sac3d1",0.743843018513669,0.0107907577492004,1,1,1,"Sac3d1","RM"
"AI847159",0.743979720556135,0.00144630417075509,1,0.667,1,"AI847159","RM"
"Aldh9a1",0.744367571317322,0.164711566449269,1,0.667,1,"Aldh9a1","RM"
"Cpne1",0.744393822328268,0.0818277224986578,1,1,1,"Cpne1","RM"
"Gpr141",0.744424310466976,-0.0172585524732747,0.333,0.333,1,"Gpr141","RM"
"AY036118",0.744425441288011,0.169251454617963,1,1,1,"AY036118","RM"
"Kyat1",0.745023146159633,-0.0161976453455042,1,0.333,1,"Kyat1","RM"
"Cib2",0.745525608061267,-0.0134853731340427,1,0.333,1,"Cib2","RM"
"Hmces",0.745667485413311,0.151285322098126,1,1,1,"Hmces","RM"
"Swi5",0.745763074557785,0.261149432619655,1,1,1,"Swi5","RM"
"Zfp24",0.745884436190431,0.0317846965551267,1,1,1,"Zfp24","RM"
"B230217O12Rik",0.745937522068943,0.0389562594718327,1,0.333,1,"B230217O12Rik","RM"
"2310010J17Rik",0.746189567423717,0.0393338535200825,1,1,1,"2310010J17Rik","RM"
"Ttpal",0.746210610712139,0.117464351442982,1,1,1,"Ttpal","RM"
"Dnajc17",0.746700115957725,0.146804843517256,1,0.667,1,"Dnajc17","RM"
"Hcst",0.746751248620462,0.192944969678279,1,1,1,"Hcst","RM"
"Clcn4",0.746837425550616,0.0678194339815968,1,1,1,"Clcn4","RM"
"Zfp951",0.746838205267214,0.0458352887827067,1,0.333,1,"Zfp951","RM"
"Ppp2ca",0.746949964220789,0.240378222959421,1,1,1,"Ppp2ca","RM"
"Rdh11",0.747080747563825,0.106056182578269,1,0.667,1,"Rdh11","RM"
"Zbtb18",0.74782375072889,-0.0149684082531314,1,0.333,1,"Zbtb18","RM"
"1700026D11Rik",0.748577619768191,0.0514418861831591,1,0,1,"1700026D11Rik","RM"
"Gm11802",0.748577619768191,0.0514418861831591,1,0,1,"Gm11802","RM"
"Rmrp",0.748577619768191,0.0514418861831591,1,0,1,"Rmrp","RM"
"Gm43703",0.748577619768191,0.0514418861831591,1,0,1,"Gm43703","RM"
"Prr36",0.748577619768191,0.0514418861831591,1,0,1,"Prr36","RM"
"1700029J07Rik",0.748577619768191,0.0514418861831591,1,0,1,"1700029J07Rik","RM"
"Ppp6c",0.748827768850146,0.183503690593978,1,1,1,"Ppp6c","RM"
"Dclre1c",0.748945838432003,0.112134359464433,1,1,1,"Dclre1c","RM"
"Cyb5rl",0.749199812408247,-0.00851523022606981,1,0.333,1,"Cyb5rl","RM"
"Cbl",0.749199850876559,0.228798984799011,1,1,1,"Cbl","RM"
"Sh2b3",0.749202463779527,0.121241922423328,1,0.667,1,"Sh2b3","RM"
"Gm16794",0.749380618895647,0.0523375477144756,1,0,1,"Gm16794","RM"
"L3mbtl2",0.749672170275668,0.0283980729006299,1,1,1,"L3mbtl2","RM"
"Ttc7",0.749684383588786,0.220054022845152,1,1,1,"Ttc7","RM"
"Cdadc1",0.749891723193983,0.127169142890191,1,1,1,"Cdadc1","RM"
"Cntrob",0.749892102126043,0.0830998815043984,1,0.667,1,"Cntrob","RM"
"Zfp971",0.749892935609222,0.0475117034925487,1,0.333,1,"Zfp971","RM"
"Tmem179b",0.749951633034314,0.215534832360665,1,1,1,"Tmem179b","RM"
"Cuta",0.749995458817326,0.140818945566711,1,1,1,"Cuta","RM"
"Eya3",0.75003395860622,0.105819518022822,1,0.667,1,"Eya3","RM"
"Tox4",0.750308057875802,0.216623612919132,1,1,1,"Tox4","RM"
"Fam133b",0.750398509999481,0.214653633890207,1,1,1,"Fam133b","RM"
"Gm42868",0.750777530783351,0.0512660090797201,1,0,1,"Gm42868","RM"
"Tbc1d19",0.750777530783351,0.0512660090797201,1,0,1,"Tbc1d19","RM"
"Gm43625",0.750777530783351,0.0512660090797201,1,0,1,"Gm43625","RM"
"Dnase1l2",0.750777530783351,0.0512660090797201,1,0,1,"Dnase1l2","RM"
"Gm14569",0.750777530783351,0.0512660090797201,1,0,1,"Gm14569","RM"
"Gaa",0.750919662344926,0.0706829628352657,1,0.667,1,"Gaa","RM"
"Sh3d19",0.751054052093731,0.0532160663513546,1,0,1,"Sh3d19","RM"
"Dst",0.751119682667645,-0.00346141994732374,1,0.333,1,"Dst","RM"
"Idh3a",0.751142006215184,0.204221886453318,1,1,1,"Idh3a","RM"
"Gemin8",0.751574081027172,-0.00133075631880764,1,0.667,1,"Gemin8","RM"
"Ylpm1",0.751699047635323,0.183505304956052,1,1,1,"Ylpm1","RM"
"Tbcel",0.751890641935585,0.0341582688494863,1,1,1,"Tbcel","RM"
"Gm42702",0.751941049769167,0.0392899007350163,1,0.333,1,"Gm42702","RM"
"Ribc1",0.751951976834134,-0.00918226519763854,1,0.333,1,"Ribc1","RM"
"2810403D21Rik",0.752046420291901,0.0125944840841652,1,1,1,"2810403D21Rik","RM"
"Entpd6",0.752063788361203,0.151653413087704,1,1,1,"Entpd6","RM"
"Arf6",0.752586387288911,0.21287918538358,1,1,1,"Arf6","RM"
"Gm33280",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm33280","RM"
"Olfr1410",0.752637055549273,0.0112171904030038,0.333,0,1,"Olfr1410","RM"
"Rnf152",0.752637055549273,0.0112171904030038,0.333,0,1,"Rnf152","RM"
"Serpinb5",0.752637055549273,0.0112171904030038,0.333,0,1,"Serpinb5","RM"
"Elf3",0.752637055549273,0.0112171904030038,0.333,0,1,"Elf3","RM"
"Gm28556",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm28556","RM"
"Dnm3",0.752637055549273,0.0112171904030038,0.333,0,1,"Dnm3","RM"
"4930551O13Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"4930551O13Rik","RM"
"C1ql3",0.752637055549273,0.0112171904030038,0.333,0,1,"C1ql3","RM"
"Gad2",0.752637055549273,0.0112171904030038,0.333,0,1,"Gad2","RM"
"Adamtsl2",0.752637055549273,0.0112171904030038,0.333,0,1,"Adamtsl2","RM"
"Ntng2",0.752637055549273,0.0112171904030038,0.333,0,1,"Ntng2","RM"
"Olfr228",0.752637055549273,0.0112171904030038,0.333,0,1,"Olfr228","RM"
"1700029I15Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"1700029I15Rik","RM"
"Ccdc9b",0.752637055549273,0.0112171904030038,0.333,0,1,"Ccdc9b","RM"
"Pla2g4f",0.752637055549273,0.0112171904030038,0.333,0,1,"Pla2g4f","RM"
"Pak7",0.752637055549273,0.0112171904030038,0.333,0,1,"Pak7","RM"
"Snai1",0.752637055549273,0.0112171904030038,0.333,0,1,"Snai1","RM"
"Gm43062",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm43062","RM"
"5330417C22Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"5330417C22Rik","RM"
"Dpyd",0.752637055549273,0.0112171904030038,0.333,0,1,"Dpyd","RM"
"Cyp2u1",0.752637055549273,0.0112171904030038,0.333,0,1,"Cyp2u1","RM"
"Slc26a7",0.752637055549273,0.0112171904030038,0.333,0,1,"Slc26a7","RM"
"Gabrr2",0.752637055549273,0.0112171904030038,0.333,0,1,"Gabrr2","RM"
"Slc46a2",0.752637055549273,0.0112171904030038,0.333,0,1,"Slc46a2","RM"
"A230083N12Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"A230083N12Rik","RM"
"Gm13274",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm13274","RM"
"Gm12708",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm12708","RM"
"Lurap1",0.752637055549273,0.0112171904030038,0.333,0,1,"Lurap1","RM"
"Padi3",0.752637055549273,0.0112171904030038,0.333,0,1,"Padi3","RM"
"Zfp987",0.752637055549273,0.0112171904030038,0.333,0,1,"Zfp987","RM"
"Evc2",0.752637055549273,0.0112171904030038,0.333,0,1,"Evc2","RM"
"Pdgfra",0.752637055549273,0.0112171904030038,0.333,0,1,"Pdgfra","RM"
"Csn3",0.752637055549273,0.0112171904030038,0.333,0,1,"Csn3","RM"
"5430427N15Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"5430427N15Rik","RM"
"Fgfrl1",0.752637055549273,0.0112171904030038,0.333,0,1,"Fgfrl1","RM"
"Mn1",0.752637055549273,0.0112171904030038,0.333,0,1,"Mn1","RM"
"Ccl24",0.752637055549273,0.0112171904030038,0.333,0,1,"Ccl24","RM"
"Muc3a",0.752637055549273,0.0112171904030038,0.333,0,1,"Muc3a","RM"
"Stag3",0.752637055549273,0.0112171904030038,0.333,0,1,"Stag3","RM"
"D430018E03Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"D430018E03Rik","RM"
"Zfp853",0.752637055549273,0.0112171904030038,0.333,0,1,"Zfp853","RM"
"Baiap2l1",0.752637055549273,0.0112171904030038,0.333,0,1,"Baiap2l1","RM"
"Gm43332",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm43332","RM"
"Wnt2",0.752637055549273,0.0112171904030038,0.333,0,1,"Wnt2","RM"
"Gm13856",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm13856","RM"
"Ttc26",0.752637055549273,0.0112171904030038,0.333,0,1,"Ttc26","RM"
"Vmn1r4",0.752637055549273,0.0112171904030038,0.333,0,1,"Vmn1r4","RM"
"1700040L08Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"1700040L08Rik","RM"
"Tmem150a",0.752637055549273,0.0112171904030038,0.333,0,1,"Tmem150a","RM"
"Gm15402",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm15402","RM"
"Gm26636",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm26636","RM"
"Cecr2",0.752637055549273,0.0112171904030038,0.333,0,1,"Cecr2","RM"
"Mansc1",0.752637055549273,0.0112171904030038,0.333,0,1,"Mansc1","RM"
"Pde6h",0.752637055549273,0.0112171904030038,0.333,0,1,"Pde6h","RM"
"Gm17216",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm17216","RM"
"Tmtc1",0.752637055549273,0.0112171904030038,0.333,0,1,"Tmtc1","RM"
"Cacng8",0.752637055549273,0.0112171904030038,0.333,0,1,"Cacng8","RM"
"1810019N24Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"1810019N24Rik","RM"
"Cxcl17",0.752637055549273,0.0112171904030038,0.333,0,1,"Cxcl17","RM"
"Fxyd1",0.752637055549273,0.0112171904030038,0.333,0,1,"Fxyd1","RM"
"Spib",0.752637055549273,0.0112171904030038,0.333,0,1,"Spib","RM"
"Tmc3",0.752637055549273,0.0112171904030038,0.333,0,1,"Tmc3","RM"
"Map6",0.752637055549273,0.0112171904030038,0.333,0,1,"Map6","RM"
"Art1",0.752637055549273,0.0112171904030038,0.333,0,1,"Art1","RM"
"Olfr569",0.752637055549273,0.0112171904030038,0.333,0,1,"Olfr569","RM"
"Olfr652",0.752637055549273,0.0112171904030038,0.333,0,1,"Olfr652","RM"
"Cd19",0.752637055549273,0.0112171904030038,0.333,0,1,"Cd19","RM"
"Igf2",0.752637055549273,0.0112171904030038,0.333,0,1,"Igf2","RM"
"Retn",0.752637055549273,0.0112171904030038,0.333,0,1,"Retn","RM"
"Gm45359",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm45359","RM"
"Cpe",0.752637055549273,0.0112171904030038,0.333,0,1,"Cpe","RM"
"AW551984",0.752637055549273,0.0112171904030038,0.333,0,1,"AW551984","RM"
"Islr",0.752637055549273,0.0112171904030038,0.333,0,1,"Islr","RM"
"Gm27231",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm27231","RM"
"4930509E16Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"4930509E16Rik","RM"
"4930542C12Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"4930542C12Rik","RM"
"Gm47112",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm47112","RM"
"Ppp1r14c",0.752637055549273,0.0112171904030038,0.333,0,1,"Ppp1r14c","RM"
"Hebp2",0.752637055549273,0.0112171904030038,0.333,0,1,"Hebp2","RM"
"Rspo3",0.752637055549273,0.0112171904030038,0.333,0,1,"Rspo3","RM"
"Ccn6",0.752637055549273,0.0112171904030038,0.333,0,1,"Ccn6","RM"
"Gm10778",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm10778","RM"
"Fhl4",0.752637055549273,0.0112171904030038,0.333,0,1,"Fhl4","RM"
"4933408J17Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"4933408J17Rik","RM"
"Gm47725",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm47725","RM"
"4930459C07Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"4930459C07Rik","RM"
"Wif1",0.752637055549273,0.0112171904030038,0.333,0,1,"Wif1","RM"
"Avpr1a",0.752637055549273,0.0112171904030038,0.333,0,1,"Avpr1a","RM"
"Gls2",0.752637055549273,0.0112171904030038,0.333,0,1,"Gls2","RM"
"Pmel",0.752637055549273,0.0112171904030038,0.333,0,1,"Pmel","RM"
"Ramp2",0.752637055549273,0.0112171904030038,0.333,0,1,"Ramp2","RM"
"Gm48607",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm48607","RM"
"Scin",0.752637055549273,0.0112171904030038,0.333,0,1,"Scin","RM"
"9230116L04Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"9230116L04Rik","RM"
"Plekhd1",0.752637055549273,0.0112171904030038,0.333,0,1,"Plekhd1","RM"
"Ppp4r4",0.752637055549273,0.0112171904030038,0.333,0,1,"Ppp4r4","RM"
"A230087F16Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"A230087F16Rik","RM"
"Gm19331",0.752637055549273,0.0112171904030038,0.333,0,1,"Gm19331","RM"
"2610307P16Rik",0.752637055549273,0.0112171904030038,0.333,0,1,"2610307P16Rik","RM"
"Agtr1a",0.752637055549273,0.0112171904030038,0.333,0,1,"Agtr1a","RM"
